sample_id,split,gender,discipline,clinical_experience,country,question_type,prompt,question,question_clean,answer_options,correct_answer,answer_rationale,specialty,region_specific,mentions_Africa,mentions_age,mentions_gender,tier,neg_percent,quality,rated_african,rated_correct,rated_omission,rated_hallucination,rated_reasonable,rated_harmful,rated_bias,version
fcd5612cc9681306f690067cd61ba2fc29717248532a0a07a72a27bc41c646af,train,Female,Nursing,Licensed Professional,KE,mcq,,"Which of the following conditions, prevalent in Africa, is characterized by a chronic cough with sputum production, chest pain, weight loss, and fatigue, and is caused by infection with the bacterium Mycobacterium tuberculosis?","Which of the following conditions, prevalent in Africa, is characterized by a chronic cough with sputum production, chest pain, weight loss, and fatigue, and is caused by infection with the bacterium Mycobacterium tuberculosis?","{""option1"": ""Pneumonia"", ""option2"": ""Bronchiectasis"", ""option3"": ""Tuberculosis"", ""option4"": ""Histoplasmosis"", ""option5"": ""Cryptococcosis""}",option3,"Tuberculosis (TB) is a bacterial infection caused by Mycobacterium tuberculosis and primarily affects the lungs, although it can involve other organs as well. It is characterized by symptoms such as a chronic cough with sputum production, chest pain, weight loss, fatigue, and fever. TB is a major public health concern in Africa, with high rates of both incidence and mortality. Pneumonia is an acute infection of the lungs caused by various pathogens, including bacteria, viruses, and fungi. Bronchiectasis is a chronic respiratory condition characterized by irreversible dilatation of the bronchi and recurrent respiratory infections. Histoplasmosis and Cryptococcosis are fungal infections that can affect the lungs but are less prevalent in Africa compared to tuberculosis.",Infectious_Disease,,1.0,0.0,0.0,crowdsourced,0.0,,0.0,,,,,,,v3
ba1e7e48b75f5187a4ee4070da4af956ed2e2f3ddd4e5546ace67dfd1bf98657,train,Female,Nursing,Licensed Professional,KE,mcq,,"Which of the following conditions, endemic to certain regions of Africa, is characterized by the presence of a palpable worm beneath the skin and is caused by infection with the parasitic worm Dracunculus medinensis?","Which of the following conditions, endemic to certain regions of Africa, is characterized by the presence of a palpable worm beneath the skin and is caused by infection with the parasitic worm Dracunculus medinensis?","{""option1"": ""Schistosomiasis"", ""option2"": ""Onchocerciasis"", ""option3"": ""Dracunculiasis (Guinea worm disease)"", ""option4"": ""Lymphatic filariasis"", ""option5"": ""Loiasis""}",option3,"Dracunculiasis, commonly known as Guinea worm disease, is caused by the parasitic worm Dracunculus medinensis. It is characterized by the presence of a palpable worm beneath the skin, typically in the lower extremities, which causes intense pain and inflammation. The disease is contracted by drinking water contaminated with copepods containing Guinea worm larvae. Dracunculiasis is endemic in certain regions of Africa, particularly in rural areas with limited access to safe drinking water and sanitation. Schistosomiasis is caused by parasitic worms of the genus Schistosoma and is transmitted through freshwater snails. Onchocerciasis is caused by Onchocerca volvulus and transmitted by black flies. Lymphatic filariasis is caused by filarial worms transmitted by mosquitoes. Loiasis is caused by the parasitic worm Loa loa and transmitted by tabanid flies.",Infectious_Disease,,1.0,0.0,0.0,crowdsourced,0.0,,0.0,,,,,,,v3
cd8e66207528da65291a7ecad58e6654252e4f053ed99123fa033a4a1de5b245,train,Female,Medicine,Student,KE,mcq,,Which is the law that defines the practice of medicine in Kenya?,Which is the law that defines the practice of medicine in Kenya?,"{""option1"": ""Kenya medical practitioners act"", ""option2"": ""Kenya medical practitioners and dentist act"", ""option3"": ""The criminal procedure act"", ""option4"": ""The public health act"", ""option5"": ""N/A""}",option2,The Kenya medical practitioners and dentist act is the law that governs/ defines the practice of medicine in Kenya.,Other,,1.0,0.0,0.0,crowdsourced,1.0,,0.0,,,,,,,v3
b91f31f39ece357f63af63f56a7eda9040f538acdc25c098e5f370c09586f946,train,Female,Medicine,Student,KE,mcq,,Which of the following is not an indication of post mortem in Kenya?,Which of the following is not an indication of post mortem in Kenya?,"{""option1"": ""A prisoner dying while in prison"", ""option2"": ""Terminally ill patient on palliation while at home"", ""option3"": ""A school girl falling from a motorbike"", ""option4"": ""Body fished from a river upcountry"", ""option5"": ""Starvation following a religious persuasion""}",option2,A terminally ill patient dying at home is not an indication for  a post mortem in Kenya. The rest are.,Pathology,,1.0,0.0,0.0,crowdsourced,1.0,,0.0,,,,,,,v3
d0036f54c8bd50a3d5ad9dcc29e1d783d262b7f40e48f1c977471ef10bf84cc9,train,Female,Medicine,Student,KE,mcq,,Correct about breastfeeding in Kenya 2022,Correct about breastfeeding in Kenya 2022,"{""option1"": ""Infants should be breastfed exclusively for 4 months"", ""option2"": ""Only 30% of children are exclusively breastfed"", ""option3"": ""In the baby friendly initiative, mothers with inverted nipples should still breastfeed exclusively"", ""option4"": ""In HIV infected babies, breastfeeding should stop at one year"", ""option5"": ""Exclusive breastfeeding reduces the incidence of asthma.""}",option5,Exclusive breastfeeding allows for the children to build up immunity against most of the trigger factors for asthma.,Pediatrics,,1.0,0.0,0.0,crowdsourced,0.33,,0.0,,,,,,,v3
ad3a4ef4674605a9d0bb7c9ee0b72e02eea241760e19eaa85a4a19f1ce51beca,train,Male,Medicine,Student,NG,mcq,,African tick bite fever is caused by the bacterium Borrelia burgdorferi.,African tick bite fever is caused by the bacterium Borrelia burgdorferi.,"{""option1"": ""True"", ""option2"": ""False"", ""option3"": ""N/A"", ""option4"": ""N/A"", ""option5"": ""N/A""}",option2,African tick bite fever is caused by the bacterium Rickettsia africae and is transmitted through the bite of infected ticks.,Infectious_Disease,,1.0,0.0,0.0,crowdsourced,0.0,,0.0,,,,,,,v3
4c6296943a69a103d2940e6bdb988e6e328e512d77cb5a0e67cda9b7d2a97db1,train,Male,Medicine,Student,NG,mcq,,Which of the following is the most common type of cancer in Nigeria?,Which of the following is the most common type of cancer in Nigeria?,"{""option1"": ""Breast cancer"", ""option2"": ""Prostate cancer"", ""option3"": ""Cervical cancer"", ""option4"": ""Colorectal cancer"", ""option5"": ""Liver cancer""}",option1,"Breast cancer is the most common type of cancer in Nigeria, accounting for 18.2% of all cancer cases.",Oncology,,1.0,0.0,0.0,crowdsourced,1.0,,0.0,,,,,,,v3
8c23017df2fdf196974821dfdc41824cfcdccc237230b1a01ddad6732f767f31,train,Female,Medicine,Licensed Professional,NG,mcq,,What is the most common cause of chronic kidney disease (CKD) in sub-Saharan Africa?,What is the most common cause of chronic kidney disease (CKD) in sub-Saharan Africa?,"{""option1"": ""Diabetes mellitus"", ""option2"": ""Hypertensive nephrosclerosis"", ""option3"": ""HIV-associated nephropathy"", ""option4"": ""Schistosomiasis"", ""option5"": ""Alport syndrome""}",option4,"Schistosomiasis, also known as bilharzia, is a parasitic disease caused by infection with blood flukes of the genus Schistosoma. It is endemic in many parts of sub-Saharan Africa, particularly in areas with poor sanitation and limited access to clean water. Chronic infection with Schistosoma can lead to complications such as chronic kidney disease (CKD), with renal involvement being a common manifestation. In endemic areas, schistosomiasis is a major cause of CKD, making it the most common cause of CKD in sub-Saharan Africa.",Pathology,,1.0,0.0,0.0,crowdsourced,0.5,False,5.0,2.0,3.0,3.0,3.0,1.0,1.0,v3
489581f3c6efa2177af3a083b48fbd52c4e8a341103c528244e1daf9df2780e0,train,Female,Nursing,Student,NG,mcq,," What is the most common cause of acute diarrhea in Africa, particularly in children under 5 years of age?"," What is the most common cause of acute diarrhea in Africa, particularly in children under 5 years of age?","{""option1"": ""Rotavirus"", ""option2"": ""Salmonella"", ""option3"": ""Giardia lamblia"", ""option4"": ""Escherichia coli"", ""option5"": ""Shigella""}",option1,"Rotavirus is the leading cause of acute diarrhea in African children, contributing significantly to morbidity and mortality.",Infectious_Disease,Yes,1.0,1.0,0.0,crowdsourced,0.0,True,5.0,5.0,1.0,1.0,0.0,0.0,1.0,v3
0f46c8b52dd21fc4d659bdd37e543323612714bf5e9706163319a5e86052b26a,train,Female,Nursing,Student,NG,mcq,,Which of the following is a common complication of untreated chronic hepatitis B infection in African populations?,Which of the following is a common complication of untreated chronic hepatitis B infection in African populations?,"{""option1"": ""Cirrhosis"", ""option2"": ""Hepatocellular carcinoma (HCC)"", ""option3"": ""Portal hypertension"", ""option4"": ""Ascites"", ""option5"": ""Hepatic encephalopathy""}",option2,"Chronic hepatitis B infection is a major risk factor for the development of HCC, particularly in regions with high endemicity such as Africa.",Infectious_Disease,,1.0,0.0,0.0,crowdsourced,0.0,,0.0,,,,,,,v3
5dd4a3a42eb75c3db6df11f632cc2243dc19e71f887368cb78970aed00813644,train,Male,Medicine,Student,NG,mcq,,What is the primary causative organism of African tick bite fever?,What is the primary causative organism of African tick bite fever?,"{""option1"": ""Coxiella burnetii"", ""option2"": ""Francisella tularensis"", ""option3"": ""Anaplasma phagocytophilum"", ""option4"": ""Borrelia burgdorferi"", ""option5"": ""Rickettsia africae""}",option5,"African tick bite fever is caused by the bacterium Rickettsia africae, transmitted through the bite of infected ticks.",Infectious_Disease,,1.0,0.0,0.0,crowdsourced,0.86,True,5.0,5.0,0.0,0.0,4.0,0.0,0.0,v3
45db7d81dae15015119d41b654be7847bf2c797c61a4583a75d4a33688ce38af,train,Male,Medicine,Student,NG,mcq,,Pneumocystis pneumonia (PCP) is a common opportunistic infection seen in people living with HIV/AIDS in Africa.,Pneumocystis pneumonia (PCP) is a common opportunistic infection seen in people living with HIV/AIDS in Africa.,"{""option1"": ""True"", ""option2"": ""False"", ""option3"": ""N/A"", ""option4"": ""N/A"", ""option5"": ""N/A""}",option1,"Pneumocystis pneumonia (PCP) is a common opportunistic infection in HIV/AIDS patients, particularly in Africa, due to the high burden of HIV/AIDS and limited access to prophylactic treatment.",Pulmonary_Medicine,,1.0,0.0,0.0,crowdsourced,0.0,,0.0,,,,,,,v3
5d4e102c7256e8d1b5c26757f3c7b8c46117ef34c478c3664720b4f418a10634,train,Female,Nursing,Student,NG,mcq,,Which of the following is a common presentation of African endemic dracunculiasis?,Which of the following is a common presentation of African endemic dracunculiasis?,"{""option1"": ""Joint pain and swelling"", ""option2"": ""Skin ulcer with worm emergence"", ""option3"": ""Intermittent fever"", ""option4"": ""Muscle weakness"", ""option5"": ""None of the above""}",option2,African endemic dracunculiasis (guinea worm disease) often presents with a skin ulcer from which the adult worm emerges.,Infectious_Disease,,1.0,0.0,0.0,crowdsourced,0.0,,0.0,,,,,,,v3
777b9308ad770346356aa0127a05c82cb99a8ed635d673cf56d602ceae725b50,train,Male,Medicine,Student,NG,mcq,,"A 25-year-old woman presents to the clinic with a 2-week history of fever, headache, and joint pain. She also complains of a rash on her legs that started a few days ago. She has a history of traveling to a rural area in West Africa last month. Which of the following is the most likely diagnosis?","A 25-year-old woman presents to the clinic with a 2-week history of fever, headache, and joint pain. She also complains of a rash on her legs that started a few days ago. She has a history of traveling to a rural area in West Africa last month. Which of the following is the most likely diagnosis?","{""option1"": ""Dengue fever"", ""option2"": ""Malaria"", ""option3"": ""Lyme disease"", ""option4"": ""Yellow fever"", ""option5"": ""Zika virus""}",option4,Yellow fever is endemic in West Africa and is transmitted by the Aedes aegypti mosquito. The patient's travel history and symptoms are suggestive of yellow fever.,Infectious_Disease,,1.0,1.0,1.0,crowdsourced,1.0,,0.0,,,,,,,v3
be7b6a814040c8f33c99323823c89474693fcdee0d735c2fe732dcf274cd1253,train,Male,Medicine,Student,NG,mcq,,Most common cause of renal artery stenosis in children in  Kenya is,Most common cause of renal artery stenosis in children in Kenya is,"{""option1"": ""Takayasu Aortoarteritis"", ""option2"": ""Fibromedial hypertrophy"", ""option3"": ""Fibrointimal hyperplasia"", ""option4"": ""Polyarteritis Nodosa"", ""option5"": ""None of the above""}",option1,"Most common cause of renal artery stenosis in children
Kenya- Takayasu arteritis
Western countries - Fibromuscular dysplasia",Pediatrics,,1.0,1.0,0.0,crowdsourced,0.0,,0.0,,,,,,,v3
cc2d6067ddda5437e1a1df0b133c3103c945f7f5a3dd67ff4fd27a07f5ce36e9,train,Female,Nursing,Other,NG,mcq,,Lassa and Ebola are emergent viruses in W. Africa. What is their origin?,Lassa and Ebola are emergent viruses in W. Africa. What is their origin?,"{""option1"": ""Humans"", ""option2"": ""Fruit bats"", ""option3"": ""Primates"", ""option4"": ""pigs"", ""option5"": ""Rats""}",option2,"Following the discovery of these ebolaviruses, scientists studied thousands of animals, insects, and plants in search of the source, or reservoir host. It is believed that African fruit bats are likely involved in the spread of ebolaviruses and may even be the reservoir host.",Infectious_Disease,,1.0,0.0,0.0,crowdsourced,1.0,False,5.0,3.0,4.0,2.0,5.0,1.0,1.0,v3
23dfbc125d55e4afc07e72c6aa405c530e77779761141438f2bde6c4b2569729,train,Female,Nursing,Student,NG,mcq,," A 40-year-old African patient presents with painless, firm, enlarged lymph nodes in the cervical and axillary regions. Excisional lymph node biopsy reveals a diffuse proliferation of large, pleomorphic lymphoid cells expressing CD15 and CD30. Which of the following conditions is most likely responsible for this presentation?"," A 40-year-old African patient presents with painless, firm, enlarged lymph nodes in the cervical and axillary regions. Excisional lymph node biopsy reveals a diffuse proliferation of large, pleomorphic lymphoid cells expressing CD 15 and CD 30. Which of the following conditions is most likely responsible for this presentation?","{""option1"": ""Diffuse large B-cell lymphoma (DLBCL)"", ""option2"": ""Follicular lymphoma"", ""option3"": ""Mantle cell lymphoma"", ""option4"": ""Anaplastic large cell lymphoma (ALCL)"", ""option5"": ""Burkitt lymphoma""}",option4,"ALCL is characterized by large, pleomorphic lymphoid cells expressing CD30, often presenting with painless lymphadenopathy and peripheral blood eosinophilia.",Oncology,,1.0,1.0,0.0,crowdsourced,0.0,,0.0,,,,,,,v3
b844d43bfd0513f31128936956ee75a5b9d2e26e2b7cc8a01c7d1ecc183a36ef,train,Female,Nursing,Student,NG,mcq,,Which of the following is a common cause of blindness in African populations?,Which of the following is a common cause of blindness in African populations?,"{""option1"": ""Trachoma"", ""option2"": ""Onchocerciasis"", ""option3"": ""Vitamin A deficiency"", ""option4"": ""Glaucoma"", ""option5"": ""Cataracts""}",option1,"Trachoma, a bacterial infection caused by Chlamydia trachomatis, is a leading cause of preventable blindness in Africa, particularly in rural communities with poor sanitation.",Ophthalmology,,1.0,0.0,0.0,crowdsourced,0.0,,0.0,,,,,,,v3
95b269f7df19878acf8cdf131ad12ac1076647cf68dddd1e430db80c3d2c4fdf,train,Female,Medicine,Student,NG,mcq,,Which of the following is not a recommended Artemisinin-based combination therapy in Nigeria? ,Which of the following is not a recommended Artemisinin-based combination therapy in Nigeria? ,"{""option1"": ""Arthemeter-Lumefantrine"", ""option2"": ""Artesunate-Amodiaquine"", ""option3"": ""Dihydroartemisinin Piperaquine"", ""option4"": ""Artesunate-Pyronaridin"", ""option5"": ""Artesunate-chloroquine""}",option5,Artesunate-chloroquine is not recommended for use in Nigeria ,Infectious_Disease,,1.0,0.0,0.0,crowdsourced,0.0,True,5.0,5.0,1.0,1.0,5.0,1.0,1.0,v3
7059b0e3b0d0539aadb510a8d47a7376404ce131a2ea310bc5fadb1f1dc7e677,train,Female,Nursing,Student,NG,mcq,,Which of the following is a common complication of untreated diabetes mellitus in African adults?,Which of the following is a common complication of untreated diabetes mellitus in African adults?,"{""option1"": ""Diabetic nephropathy"", ""option2"": ""Diabetic retinopathy"", ""option3"": ""Diabetic neuropathy"", ""option4"": ""Diabetic ketoacidosis"", ""option5"": ""All of the above""}",option5,"Untreated diabetes mellitus in African adults can lead to various complications, including nephropathy, retinopathy, neuropathy, and ketoacidosis",Endocrinology,,1.0,0.0,0.0,crowdsourced,0.0,,0.0,,,,,,,v3
1348ede3383be9e03d3567043e0f616f60c67bf50a65ab2d08b57205a3ac6eda,train,Male,Medicine,Student,NG,mcq,,"A 25-year-old woman presents to the clinic with a 2-week history of fever, joint pain, and a papular rash on her arms and legs. She also reports a recent history of travel to a rural area in Uganda. Which of the following is the most likely diagnosis?","A 25-year-old woman presents to the clinic with a 2-week history of fever, joint pain, and a papular rash on her arms and legs. She also reports a recent history of travel to a rural area in Uganda. Which of the following is the most likely diagnosis?","{""option1"": ""Dengue fever"", ""option2"": ""Malaria"", ""option3"": ""Rheumatoid arthritis"", ""option4"": ""Tuberculosis"", ""option5"": ""Buruli ulcer""}",option5,Buruli ulcer is a bacterial infection caused by Mycobacterium ulcerans that is endemic in rural areas of Uganda and other African countries. The disease typically presents with a painless nodule or papule that progresses to a large ulcer with undermined edges.,Infectious_Disease,,1.0,1.0,1.0,crowdsourced,1.0,,0.0,,,,,,,v3
bde3d2b0f661278445b9efbfa64c835c82c463b4650c8b8848f32cdd1e1036e5,train,Female,Medicine,Student,NG,mcq,,What is the first-line treatment for cholera in Nigeria?,What is the first-line treatment for cholera in Nigeria?,"{""option1"": ""Oral rehydration solution (ORS)"", ""option2"": ""Azithromycin"", ""option3"": ""Ciprofloxacin"", ""option4"": ""Doxycycline"", ""option5"": ""Trimethoprim-sulfamethoxazole""}",option1,"Oral rehydration solution (ORS) is the first-line treatment for cholera, addressing dehydration and electrolyte imbalance.",Family_Medicine,,1.0,0.0,0.0,crowdsourced,1.0,,0.0,,,,,,,v3
09dc5f39c87af87333866ab4ad5ecacc2c0ea9e79ca6385e9dcca7e8fb760cea,train,Male,Medicine,Student,NG,mcq,,Operative management of major omphalocele in Nigeria ,Operative management of major omphalocele in Nigeria ,"{""option1"": ""prostethic silo"", ""option2"": ""teflon/gortex mesh"", ""option3"": ""prolene mesh"", ""option4"": ""silastic sheet"", ""option5"": ""normal saline bag""}",option5,"The use of normal saline bags for staged reduction of the intestines in anterior abdominal wall defect in preterm neonates can be an effective treatment method for this serious condition. It is cheap and easily available and can be used even in smaller centres in settings where cost and technology are limiting factors. the use of saline bags as the preferred method for the initial treatment of anterior abdominal wall defects in primary care settings, as our experience demonstrates it is safe and does not have the risk of gauze or cotton wool dressings.",Pediatrics,,1.0,0.0,0.0,crowdsourced,1.0,,0.0,,,,,,,v3
0717c8ce64387e6ca143e268d42458386312265b9f8283353ece5ebdafeef06c,train,Male,Medicine,Student,NG,mcq,,The commonest site of colorectal cancer in Nigeria is the Anus.,The commonest site of colorectal cancer in Nigeria is the Anus.,"{""option1"": ""True"", ""option2"": ""False"", ""option3"": ""N/A"", ""option4"": ""N/A"", ""option5"": ""N/A""}",option2,The commonest site of colorectal cancer in Nigeria is the recto-sigmoid.,General_Surgery,,1.0,0.0,0.0,crowdsourced,0.0,,0.0,,,,,,,v3
b5a2e6a8ac8b7a83c4be36be4e7504beb98d050ba44a0fd39aceb4bda4305453,train,Male,Medicine,Student,NG,mcq,,The commonest site of colorectal cancer in Nigeria is the recto-sigmoid.,The commonest site of colorectal cancer in Nigeria is the recto-sigmoid.,"{""option1"": ""True"", ""option2"": ""False"", ""option3"": ""N/A"", ""option4"": ""N/A"", ""option5"": ""N/A""}",option1,The commonest site of colorectal cancer in Nigeria is the recto-sigmoid.,General_Surgery,,1.0,0.0,0.0,crowdsourced,0.0,,0.0,,,,,,,v3
bdefe819af9fb7d051807a8dfd4a3077e357bd15d4c32485bb021b6f6a9e5f75,train,Female,Nursing,Student,NG,mcq,,Which of the following is a common etiological agent of leprosy in African countries with high prevalence?,Which of the following is a common etiological agent of leprosy in African countries with high prevalence?,"{""option1"": ""Mycobacterium tuberculosis"", ""option2"": ""Mycobacterium avium complex"", ""option3"": ""Mycobacterium leprae"", ""option4"": ""Mycobacterium ulcerans"", ""option5"": ""Mycobacterium bovis""}",option3,"Leprosy, or Hansen's disease, is caused by Mycobacterium leprae and remains a public health concern in some African countries.",Infectious_Disease,,1.0,0.0,0.0,crowdsourced,0.0,,0.0,,,,,,,v3
cfa8d04f1b2908d9b1851b2f49b8861f9ee0750944740ed3e9692d58a416fd4a,train,Male,Nursing,Student,NG,mcq,,Which of the following is a common cause of acute liver failure in Africa?,Which of the following is a common cause of acute liver failure in Africa?,"{""option1"": ""Hepatitis C virus (HCV) infection"", ""option2"": ""Hepatitis B virus (HBV) infection"", ""option3"": ""Wilson's disease"", ""option4"": ""Alcohol-induced liver injury"", ""option5"": ""Nonalcoholic fatty liver disease (NAFLD)""}",option2," Hepatitis B virus (HBV) infection is a common cause of acute liver failure in Africa, especially in endemic regions where HBV transmission rates are high.",Emergency_Medicine,Yes,1.0,0.0,0.0,crowdsourced,0.0,,0.0,,,,,,,v3
4433feaccb69aa3c8bdc533af116f0c8a00d1143abfd924f52c492588d37a31b,train,Female,Nursing,Student,NG,mcq,,Which of the following is a common complication of untreated type 2 diabetes mellitus in African populations?,Which of the following is a common complication of untreated type 2 diabetes mellitus in African populations?,"{""option1"": ""Peripheral neuropathy"", ""option2"": ""Retinopathy"", ""option3"": ""Diabetic ketoacidosis (DKA)"", ""option4"": ""Non-alcoholic fatty liver disease (NAFLD)"", ""option5"": ""Cushing's syndrome""}",option1,"Peripheral neuropathy is a common complication of diabetes mellitus, leading to sensory and motor deficits, particularly in patients with poor glycemic control.",Neurology,,1.0,0.0,0.0,crowdsourced,0.0,,0.0,,,,,,,v3
76d1c7103a4aa6a2f062812bc3d28a5757341ad7d08e53c463060d88c45ed699,train,Female,Nursing,Student,NG,mcq,,Which of the following is a common manifestation of African endemic Lassa fever?,Which of the following is a common manifestation of African endemic Lassa fever?,"{""option1"": ""Hemoptysis"", ""option2"": ""Renal failure"", ""option3"": ""Retrosternal chest pain"", ""option4"": ""Petechial rash"", ""option5"": ""None of the above""}",option4,"Lassa fever can present with symptoms such as fever, sore throat, and a petechial rash, particularly in severe cases.",Infectious_Disease,,1.0,0.0,0.0,crowdsourced,0.0,,0.0,,,,,,,v3
8032cc86dfbc8ead4d0f08f44cd9e893f2185f8ea6695e80475ec4935937149b,train,Male,Medicine,Student,NG,mcq,,The most common cause of acute abdomen in Nigeria is intestinal obstruction.,The most common cause of acute abdomen in Nigeria is intestinal obstruction.,"{""option1"": ""True"", ""option2"": ""False"", ""option3"": ""N/A"", ""option4"": ""N/A"", ""option5"": ""N/A""}",option2,The most common cause of acute abdomen in Nigeria is acute appendicitis.,General_Surgery,,1.0,0.0,0.0,crowdsourced,0.0,,0.0,,,,,,,v3
74702a648f2829388bdbe609c6a71871aa1118f19178ef87dbba95bea39f2513,train,Female,Nursing,Student,NG,mcq,," A 40-year-old African patient presents with a painful, swollen knee that is warm to the touch. Synovial fluid analysis reveals an elevated white blood cell count with neutrophil predominance. Which of the following is the most likely diagnosis?"," A 40-year-old African patient presents with a painful, swollen knee that is warm to the touch. Synovial fluid analysis reveals an elevated white blood cell count with neutrophil predominance. Which of the following is the most likely diagnosis?","{""option1"": ""Osteoarthritis"", ""option2"": ""Rheumatoid arthritis"", ""option3"": ""Septic arthritis"", ""option4"": ""Gout"", ""option5"": ""Pseudogout""}",option3,"Septic arthritis typically presents with a painful, swollen joint, and synovial fluid analysis shows elevated white blood cells, predominantly neutrophils.",Orthopedic_Surgery,,1.0,1.0,0.0,crowdsourced,0.0,,0.0,,,,,,,v3
2d89ae63798d4d4aae5cd45c68708c8aa4fd16c98abdb43f83044e554f8c2c03,train,Female,Nursing,Student,NG,mcq,,Which of the following is the leading cause of blindness in African adults?,Which of the following is the leading cause of blindness in African adults?,"{""option1"": ""Glaucoma"", ""option2"": ""Cataracts"", ""option3"": ""Diabetic retinopathy"", ""option4"": ""Trachoma"", ""option5"": ""Age-related macular degeneration (AMD)""}",option2,"Cataracts are the leading cause of blindness in African adults, often due to limited access to cataract surgery.",Ophthalmology,,1.0,0.0,0.0,crowdsourced,0.0,,0.0,,,,,,,v3
b37bc2ee8f2a0a5f16a94435096d2ed353d92c0c43941f3905a077a70ef73298,train,Male,Medicine,Student,NG,mcq,,Valid management of sickle cell anemia in the steady state in Nigeria include,Valid management of sickle cell anemia in the steady state in Nigeria include,"{""option1"": ""steady state hemoglobin"", ""option2"": ""blood transfusion"", ""option3"": ""intravenous fluids"", ""option4"": ""folic acid supplementation"", ""option5"": ""malaria prophylaxis""}","option1,option4,option5","No need to transfuse in steady state, they will need malaria prophylaxis and folate supplementation",Pediatrics,,1.0,0.0,0.0,crowdsourced,0.25,,0.0,,,,,,,v3
3c8fada51bb27d4c3af598def96fbbd05c2d3bae5e83c006f5affd3d5355fe71,train,Female,Nursing,Student,NG,mcq,," In African cultures where spiritual beliefs play a significant role in illness perceptions, a patient presents with symptoms of auditory hallucinations, paranoid delusions, disorganized speech, and social withdrawal. Which of the following is the most likely diagnosis?"," In African cultures where spiritual beliefs play a significant role in illness perceptions, a patient presents with symptoms of auditory hallucinations, paranoid delusions, disorganized speech, and social withdrawal. Which of the following is the most likely diagnosis?","{""option1"": ""Major depressive disorder (MDD)"", ""option2"": ""Bipolar disorder"", ""option3"": ""Schizophrenia"", ""option4"": ""Post-traumatic stress disorder (PTSD)"", ""option5"": ""Obsessive-compulsive disorder (OCD)""}",option3,"Schizophrenia may be perceived as a spiritual or supernatural phenomenon in African cultures, leading to delays in seeking appropriate medical treatment and highlighting the importance of culturally sensitive approaches to care.",Psychiatry,,1.0,0.0,0.0,crowdsourced,0.0,,0.0,,,,,,,v3
6a055db26d07ff66db026283503ebd8fcc98a626a8e4e5c29e39d229def1b64b,train,Female,Medicine,Student,NG,mcq,,Which of the following allergens is commonly responsible for food allergies in African children?,Which of the following allergens is commonly responsible for food allergies in African children?,"{""option1"": ""Eggs"", ""option2"": ""Wheat"", ""option3"": ""Peanuts"", ""option4"": ""Tree nuts"", ""option5"": ""Fish""}",option3,"Peanuts are a common allergen responsible for food allergies in African children. Allergic reactions to peanuts can range from mild to severe (anaphylaxis). Proper education, awareness, and access to emergency medication (e.g., epinephrine) can help manage peanut allergies.",Allergy_and_Immunology,,1.0,1.0,0.0,crowdsourced,0.0,,0.0,,,,,,,v3
a2eaee9e0fd288854b38a8458e223869a8ccaa1db41f11cfcd0fa3effd4e20d6,train,Female,Nursing,Technician,NG,mcq,,Which of the following is the most common type of breast cancer in Africa?,Which of the following is the most common type of breast cancer in Africa?,"{""option1"": ""Ductal carcinoma in situ (DCIS)"", ""option2"": ""Invasive ductal carcinoma (IDC)"", ""option3"": ""Invasive lobular carcinoma (ILC)"", ""option4"": ""Inflammatory breast cancer (IBC)"", ""option5"": ""Paget's disease of the breast""}",option2,"Invasive ductal carcinoma (IDC) is the most common type of breast cancer worldwide, including in Africa. It originates in the milk ducts of the breast and is known for its invasive nature, spreading beyond the ducts into surrounding breast tissue. While the incidence rates of other breast cancer subtypes may vary across regions, IDC consistently accounts for the majority of breast cancer cases in Africa.",Pathology,,1.0,0.0,0.0,crowdsourced,0.0,,0.0,,,,,,,v3
b7788e424027ef06af9e4ce143780fe5106f71cbf704f6d861992fa5ef2a83ba,train,Female,Medicine,Student,NG,mcq,,Which of the following is a common cause of cardiomyopathy in parts of Africa?,Which of the following is a common cause of cardiomyopathy in parts of Africa?,"{""option1"": ""Trypanosomiasis (Chagas diseases)"", ""option2"": ""Alcohol abuse"", ""option3"": ""Iron deficiency"", ""option4"": ""Genetic mutations"", ""option5"": ""Viral infections""}",option1,"Trypanosomiasis, or Chagas disease, is caused by the parasite Trypanosoma brucei in Africa. It can lead to cardiomyopathy due to the parasite infecting heart muscle, causing inflammation and damage. This can result in heart failure and arrhythmias. Proper diagnosis and treatment are essential to prevent complications.",Cardiology,,1.0,0.0,0.0,crowdsourced,0.0,,0.0,,,,,,,v3
